game_id,game_date,team_name_ko,opp_team_name_ko,wF,wS,wI,dp5_actions,dp5_value,P1_sig,P1_target,P1_stage,P1_benefit,P1_inc_cost,P1_switch_cost,P1_fat_cost,P1_h,P1_l_PTI,P1_l_TSS,P1_l_SGP,P2_sig,P2_target,P2_stage,P2_benefit,P2_inc_cost,P2_switch_cost,P2_fat_cost,P2_h,P2_l_PTI,P2_l_TSS,P2_l_SGP,P3_sig,P3_target,P3_stage,P3_benefit,P3_inc_cost,P3_switch_cost,P3_fat_cost,P3_h,P3_l_PTI,P3_l_TSS,P3_l_SGP,P4_sig,P4_target,P4_stage,P4_benefit,P4_inc_cost,P4_switch_cost,P4_fat_cost,P4_h,P4_l_PTI,P4_l_TSS,P4_l_SGP,P5_sig,P5_target,P5_stage,P5_benefit,P5_inc_cost,P5_switch_cost,P5_fat_cost,P5_h,P5_l_PTI,P5_l_TSS,P5_l_SGP,dpP1,dpP2,dpP3,dpP4,dpP5,mean_abs_sig,dp_actions,dp_value,P1_dp_a,P1_fatigue_cost,P2_dp_a,P2_fatigue_cost,P3_dp_a,P3_fatigue_cost,P4_dp_a,P4_fatigue_cost,P5_dp_a,P5_fatigue_cost
126294,2024-03-10 7:00,FC서울,인천 유나이티드,0.075312627,0.044757892,0.879929481,"[0, 0, 0, 0, 0]",0.0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000008294,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.000211727,0,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.18,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.8999999999999999,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126293,2024-03-10 7:30,광주FC,강원FC,0.143064145,0.051850013,0.805085842,"[-1, -1, -1, 0, 0]",1.423252444,-1.209159846,-1,-1.21,-1.21,0,0.0,0.057226133,1.000008294,-1,0,-2,-1.359159846,-1,-1.36,-1.36,0,0.0,0.057237774,1.000211727,-2,0,-2,-0.829579923,-1,-0.8300000000000001,-0.8300000000000001,0,0.0,0.057533432,1.005378247,-2,0,-1,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,-1,-1,-1,0,0,0.739579923,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-3.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126295,2024-03-16 5:00,대전 하나 시티즌,강원FC,0.026872027,0.023439862,0.949688111,"[0, 0, 0, 0, 0]",0.0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000008294,-1,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000211727,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.18,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126296,2024-03-16 7:30,대구FC,수원FC,0.045150323,0.033519007,0.92133067,"[1, 1, 1, 1, 1]",2.025719882,0.759159846,1,0.76,0.76,0,0.0,0.023478363,1.000008294,-2,0,2,0.909159846,1,0.91,0.91,0,0.0,0.023483139,1.000211727,-1,0,2,0.909159846,1,0.91,0.91,0,0.0,0.023604439,1.005378247,-1,0,2,0.759159846,1,0.76,0.76,0,0.0,0.026326512,1.121318838,-2,0,2,1.059159846,1,1.06,1.06,0,0.0,0.041768273,1.779026108,0,0,2,1,1,1,1,1,0.879159846,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",4.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126297,2024-03-16 7:30,FC서울,제주SK FC,0.075312627,0.044757892,0.879929481,"[0, 0, 0, 0, 0]",0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.000008294,0,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.005378247,0,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.12,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126299,2024-03-17 5:00,김천 상무 프로축구단,전북 현대 모터스,0.112827578,0.047138162,0.84003426,"[0, 0, 0, 0, 0]",0.0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000008294,-1,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000211727,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.18,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126298,2024-03-17 5:00,포항 스틸러스,광주FC,0.047074022,0.030004919,0.922921058,"[0, 0, 0, 0, 0]",0.0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000008294,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.000211727,0,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,0.3,0,0.3,0.3,0,0.0,0.0,1.121318838,2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.18,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126300,2024-03-17 7:30,울산 HD FC,인천 유나이티드,0.082200535,0.044197965,0.8736015,"[1, 0, 1, 0, 0]",0.378329495,0.640840154,1,0.64,0.64,0,0.0,0.042744633,1.000008294,0,2,0,0.340840154,0,0.34,0.34,0,0.0,0.0,1.000211727,-2,2,0,0.640840154,1,0.64,0.64,0,0.0,0.042974167,1.005378247,0,2,0,0.340840154,0,0.34,0.34,0,0.0,0.0,1.121318838,-2,2,0,0.320420077,0,0.32,0.32,0,0.0,0.0,1.779026108,0,1,0,1,0,1,0,0,0.456756139,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",2.2800000000000002,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126302,2024-03-30 5:00,인천 유나이티드,대전 하나 시티즌,0.021825671,0.025046708,0.953127621,"[0, 0, 0, 0, 0]",0.0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000008294,-1,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.000211727,0,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.15,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126301,2024-03-30 5:00,전북 현대 모터스,울산 HD FC,0.070467274,0.031789733,0.897742993,"[0, 0, 0, 0, 0]",0.0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000008294,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.005378247,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.18,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126303,2024-03-30 7:30,제주SK FC,포항 스틸러스,0.066065337,0.041855159,0.892079504,"[0, 0, 0, 0, 0]",0.0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000008294,-2,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000211727,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.21,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-1.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126304,2024-03-30 7:30,수원FC,김천 상무 프로축구단,0.236770444,0.050431965,0.712797592,"[0, 0, 0, 0, 0]",0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.000008294,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.000211727,0,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.12,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126305,2024-03-31 5:00,강원FC,FC서울,0.061188545,0.03615914,0.902652315,"[0, 0, 0, 0, 0]",0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.000008294,0,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.005378247,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.15,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126306,2024-03-31 7:30,광주FC,대구FC,0.143064145,0.051850013,0.805085842,"[1, 1, 1, 0, 1]",1.342035431,1.209159846,1,1.21,1.21,0,0.0,0.074393972,1.000008294,1,0,2,0.909159846,1,0.91,0.91,0,0.0,0.074409107,1.000211727,-1,0,2,1.059159846,1,1.06,1.06,0,0.0,0.074793461,1.005378247,0,0,2,0.229579923,0,0.23000000000000004,0.23000000000000004,0,0.0,0.0,1.121318838,-2,0,1,0.529579923,1,0.53,0.53,0,0.0,0.132347722,1.779026108,0,0,1,1,1,1,0,1,0.787327877,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",3.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126308,2024-04-02 10:30,대전 하나 시티즌,울산 HD FC,0.026872027,0.023439862,0.949688111,"[0, 0, 0, 0, 0]",0.0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000008294,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.24,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126307,2024-04-02 10:30,포항 스틸러스,수원FC,0.047074022,0.030004919,0.922921058,"[1, 1, 0, 0, 0]",0.531867946,0.640840154,1,0.64,0.64,0,0.0,0.024478695,1.000008294,0,2,0,0.640840154,1,0.64,0.64,0,0.0,0.024483674,1.000211727,0,2,0,0.470420077,0,0.47,0.47,0,0.0,0.0,1.005378247,1,1,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,1,1,0,0,0,0.410420077,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",1.4500000000000002,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126312,2024-04-03 10:30,강원FC,대구FC,0.061188545,0.03615914,0.902652315,"[0, 0, 0, 0, 0]",0.0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000008294,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.21,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-1.0499999999999998,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126309,2024-04-03 10:30,광주FC,인천 유나이티드,0.143064145,0.051850013,0.805085842,"[1, 1, 0, 1, 0]",0.586428392,0.790840154,1,0.79,0.79,0,0.0,0.074393972,1.000008294,1,2,0,0.640840154,1,0.64,0.64,0,0.0,0.074409107,1.000211727,0,2,0,0.320420077,0,0.32,0.32,0,0.0,0.0,1.005378247,0,1,0,0.620420077,1,0.62,0.62,0,0.0,0.083418671,1.121318838,2,1,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,1,1,0,1,0,0.474504092,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",2.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126311,2024-04-03 10:30,제주SK FC,전북 현대 모터스,0.066065337,0.041855159,0.892079504,"[0, 0, 0, 0, 0]",0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.000008294,0,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000211727,-1,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.005378247,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.12,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126310,2024-04-03 10:30,FC서울,김천 상무 프로축구단,0.075312627,0.044757892,0.879929481,"[1, 1, 1, 1, 1]",1.657059871,1.059159846,1,1.06,1.06,0,0.0,0.039162891,1.000008294,0,0,2,0.759159846,1,0.76,0.76,0,0.0,0.039170858,1.000211727,-2,0,2,0.759159846,1,0.76,0.76,0,0.0,0.039373192,1.005378247,-2,0,2,0.759159846,1,0.76,0.76,0,0.0,0.043913723,1.121318838,-2,0,2,0.529579923,1,0.53,0.53,0,0.0,0.069671227,1.779026108,0,0,1,1,1,1,1,1,0.773243861,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",3.8699999999999997,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126313,2024-04-06 5:00,울산 HD FC,수원FC,0.082200535,0.044197965,0.8736015,"[1, 1, 1, 1, 1]",1.63646641,0.909159846,1,0.91,0.91,0,0.0,0.042744633,1.000008294,-1,0,2,0.909159846,1,0.91,0.91,0,0.0,0.042753328,1.000211727,-1,0,2,0.759159846,1,0.76,0.76,0,0.0,0.042974167,1.005378247,-2,0,2,0.759159846,1,0.76,0.76,0,0.0,0.047929964,1.121318838,-2,0,2,0.529579923,1,0.53,0.53,0,0.0,0.076043187,1.779026108,0,0,1,1,1,1,1,1,0.773243861,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",3.87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126314,2024-04-06 7:30,인천 유나이티드,제주SK FC,0.021825671,0.025046708,0.953127621,"[0, 0, 0, 0, 0]",0.0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000008294,-1,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000211727,-1,0,0,0.15,0,0.15,0.15,0,0.0,0.0,1.005378247,1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.15,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.44999999999999996,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126315,2024-04-06 7:30,김천 상무 프로축구단,광주FC,0.112827578,0.047138162,0.84003426,"[0, 0, 0, 0, 0]",0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.000008294,0,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000211727,-1,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.005378247,0,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.09,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.44999999999999996,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126317,2024-04-07 5:00,대구FC,FC서울,0.045150323,0.033519007,0.92133067,"[-1, -1, -1, -1, -1]",3.107718511,-1.359159846,-1,-1.36,-1.36,0,0.0,0.018060279,1.000008294,-2,0,-2,-1.359159846,-1,-1.36,-1.36,0,0.0,0.018063953,1.000211727,-2,0,-2,-1.359159846,-1,-1.36,-1.36,0,0.0,0.018157261,1.005378247,-2,0,-2,-1.359159846,-1,-1.36,-1.36,0,0.0,0.020251163,1.121318838,-2,0,-2,-1.059159846,-1,-1.06,-1.06,0,0.0,0.032129441,1.779026108,0,0,-2,-1,-1,-1,-1,-1,1.299159846,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-6.500000000000001,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126316,2024-04-07 5:00,전북 현대 모터스,강원FC,0.070467274,0.031789733,0.897742993,"[-1, -1, 0, 0, 0]",0.899410397,-1.359159846,-1,-1.36,-1.36,0,0.0,0.028187143,1.000008294,-2,0,-2,-0.679579923,-1,-0.68,-0.68,0,0.0,0.028192877,1.000211727,-1,0,-1,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,-1,-1,0,0,0,0.527747954,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-2.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
