game_id,team,opponent,dp_action_seq,Directness_P1,Directness_P2,Directness_P3,Directness_P4,Directness_P5,HighTO_P1,HighTO_P2,HighTO_P3,HighTO_P4,HighTO_P5,PPDA_P1,PPDA_P2,PPDA_P3,PPDA_P4,PPDA_P5,PressHeight_P1,PressHeight_P2,PressHeight_P3,PressHeight_P4,PressHeight_P5,Transition_P1,Transition_P2,Transition_P3,Transition_P4,Transition_P5,Route_P1,Route_P2,Route_P3,Route_P4,Route_P5,wF,wS,wI,dp5_value,dp5_actions,home_team_name_ko,away_team_name_ko,home_score,away_score,game_date,result,win,points,a1,a2,a3,a4,a5
126288,김천 상무 프로축구단,대구FC,"[0,0,0,0,0]",6.89401555769231,7.827153572368423,5.4687313026315785,6.099799999999992,9.622769816319916,39.0,45.0,57.0,18.0,11.962264150943396,1.6027397260273972,1.404494382022472,1.1041666666666667,1.4047619047619049,1.4147977529383322,66.21340892465754,66.31808919101124,69.98833828437499,61.61394875,51.78279103647525,0.3068181818181818,0.3346938775510204,0.2443181818181818,0.0638297872340425,0.5041666845125591,PASS_BUILD,PASS_BUILD,PASS_BUILD,MIXED,PASS_BUILD,0.112827578,0.047138162,0.84003426,0.0,"[0, 0, 0, 0, 0]",대구FC,김천 상무 프로축구단,0,1,2024-03-03 05:00:00,W,1,3,0,0,0,0,0
126288,대구FC,김천 상무 프로축구단,"[0,0,0,0,0]",8.839754216814159,9.752142836065577,11.025201075000002,8.404529538461535,9.575361222512688,15.0,24.0,26.0,7.0,11.607843137254902,2.4027777777777777,1.8651685393258424,1.3258426966292134,0.9032258064516128,1.5836875249626643,40.39620564583333,48.26914439325842,49.20590791011237,48.040773188709686,50.85219823770884,0.7640449438202247,0.7227722772277227,0.7142857142857143,0.6179775280898876,0.5133792013922754,PASS_BUILD,PASS_BUILD,MIXED,MIXED,PASS_BUILD,0.045150323,0.033519007,0.92133067,0.0,"[0, 0, 0, 0, 0]",대구FC,김천 상무 프로축구단,0,1,2024-03-03 05:00:00,L,0,0,0,0,0,0,0
126289,수원FC,전북 현대 모터스,"[1,1,1,0,1]",9.479667153409087,9.36451397222222,8.468880988235293,8.673235029069769,12.498335123076924,31.0,21.0,21.0,10.0,12.0,1.0,1.098901098901099,1.087719298245614,0.5294117647058824,0.5714285714285714,54.27264682191781,40.87904914615385,52.110953668421054,52.16663951470588,53.04912187499999,0.6351791530944625,0.6330275229357798,0.6632653061224489,0.7164179104477612,0.6330275229357798,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,0.236770444,0.050431965,0.712797592,0.766298443,"[1, 1, 1, 0, 1]",수원FC,전북 현대 모터스,1,1,2024-03-09 05:00:00,D,0,1,1,1,1,0,1
126289,전북 현대 모터스,수원FC,"[0,0,0,0,0]",7.561080264705883,8.598068407894734,6.72314832,7.105909999999999,9.845941621059792,65.0,54.0,54.0,31.0,12.903225806451612,1.7788461538461535,2.511904761904762,2.4864864864864864,2.2972972972972974,1.821609373242405,71.65422112355769,73.12170172500001,76.38832453378379,86.18175683108107,56.67046341391474,0.3245614035087719,0.2875,0.2777777777777778,0.1379310344827586,0.4794266057431052,PASS_BUILD,PASS_BUILD,PASS_BUILD,MIXED,PASS_BUILD,0.070467274,0.031789733,0.897742993,0.0,"[0, 0, 0, 0, 0]",수원FC,전북 현대 모터스,1,1,2024-03-09 05:00:00,D,0,1,0,0,0,0,0
126290,대구FC,포항 스틸러스,"[0,0,0,0,0]",6.180127935483871,6.7338372439655165,4.5925891666666665,5.393115000000004,8.529973358788883,30.0,39.0,38.0,3.0,12.150943396226417,2.3411764705882354,2.7142857142857144,2.1621621621621623,3.0,1.7003263560778614,54.56060869411765,67.12708663636366,66.34175185135135,46.43267522727273,52.96916417856883,0.3556701030927835,0.3106796116504854,0.3164556962025316,0.1379310344827586,0.4779138699714785,PASS_BUILD,PASS_BUILD,MIXED,MIXED,PASS_BUILD,0.045150323,0.033519007,0.92133067,0.0,"[0, 0, 0, 0, 0]",포항 스틸러스,대구FC,3,1,2024-03-09 07:30:00,L,0,0,0,0,0,0,0
126290,포항 스틸러스,대구FC,"[1,1,0,0,0]",8.728195684969325,9.18377530366492,9.8209763203125,12.070025625,8.529973358788883,12.0,17.0,19.0,1.0,12.150943396226417,1.6136363636363635,1.7733333333333334,1.1785714285714286,0.8823529411764706,1.7003263560778614,37.878895854545455,40.79732496,45.8018355625,23.595487588235294,52.96916417856883,0.6095890410958904,0.6477987421383647,0.6383928571428571,0.6097560975609756,0.4779138699714785,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,0.047074022,0.030004919,0.922921058,0.950187638,"[1, 1, 0, 0, 0]",포항 스틸러스,대구FC,3,1,2024-03-09 07:30:00,W,1,3,1,1,0,0,0
126291,김천 상무 프로축구단,울산 HD FC,"[0,0,0,0,0]",10.471406352272728,8.843371533088236,8.748118929729731,8.517504569620254,9.49809093742331,15.0,10.0,19.0,10.0,11.52,3.259259259259259,1.7333333333333334,2.6607142857142856,1.5416666666666667,1.7428235436615231,51.889191277777776,47.46552486666669,55.89124125,55.459939062500005,51.20299223163573,0.6286919831223629,0.6367521367521367,0.615625,0.5942028985507246,0.5435212319811761,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,0.112827578,0.047138162,0.84003426,0.0,"[0, 0, 0, 0, 0]",김천 상무 프로축구단,울산 HD FC,2,3,2024-03-09 07:30:00,L,0,0,0,0,0,0,0
126291,울산 HD FC,김천 상무 프로축구단,"[0,0,0,0,0]",7.95940082142857,7.243731661764706,9.41024522891566,7.101209297368419,9.49809093742331,58.0,34.0,56.0,34.0,11.52,1.8222222222222224,2.0526315789473686,2.8205128205128207,2.0,1.7428235436615231,71.93007406666666,65.19445882894738,75.89521355769229,76.0595276,51.20299223163573,0.407258064516129,0.28,0.3716814159292035,0.360655737704918,0.5435212319811761,PASS_BUILD,PASS_BUILD,PASS_BUILD,MIXED,PASS_BUILD,0.082200535,0.044197965,0.8736015,0.0,"[0, 0, 0, 0, 0]",김천 상무 프로축구단,울산 HD FC,2,3,2024-03-09 07:30:00,W,1,3,0,0,0,0,0
126292,대전 하나 시티즌,제주SK FC,"[0,0,0,0,0]",7.840294499999999,6.438207904109588,8.027621333333332,5.656063636363637,8.803945263466833,59.0,28.0,31.0,20.0,11.77777777777778,1.4666666666666666,1.9863013698630136,1.4761904761904765,1.2439024390243902,1.4910327704527773,73.1327121,60.38853867123289,66.66473872499999,56.823911985365854,53.28987658316486,0.4292682926829268,0.3644444444444444,0.3862433862433862,0.3012048192771084,0.4783889710878833,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,0.026872027,0.023439862,0.949688111,0.0,"[0, 0, 0, 0, 0]",제주SK FC,대전 하나 시티즌,3,1,2024-03-10 05:00:00,L,0,0,0,0,0,0,0
126292,제주SK FC,대전 하나 시티즌,"[0,0,0,0,0]",9.950598509708737,10.740503790983606,12.596092964583333,12.14805872368421,9.376212110272814,22.0,12.0,8.0,6.0,11.804878048780488,1.4285714285714286,1.818181818181818,1.8611111111111112,1.59375,1.7248656173867036,46.37058803571429,38.26056518181819,44.63494102083334,37.98232593749999,51.27274930338775,0.6354166666666666,0.6570048309178744,0.7096774193548387,0.6571428571428571,0.5116565618207557,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,0.066065337,0.041855159,0.892079504,0.0,"[0, 0, 0, 0, 0]",제주SK FC,대전 하나 시티즌,3,1,2024-03-10 05:00:00,W,1,3,0,0,0,0,0
126293,강원FC,광주FC,"[1,0,0,0,0]",9.062819822368422,8.491660856,7.555028413106793,8.141660625,9.575361222512688,22.0,34.0,34.0,17.0,11.607843137254902,1.7804878048780488,2.5873015873015874,1.794871794871795,1.2307692307692308,1.5836875249626643,51.29534384817073,69.51590883333334,58.45948082692308,56.82948680769232,50.85219823770884,0.3768115942028985,0.4166666666666667,0.4151624548736462,0.21875,0.5133792013922754,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,0.061188545,0.03615914,0.902652315,0.366283489,"[1, 0, 0, 0, 0]",광주FC,강원FC,4,2,2024-03-10 07:30:00,L,0,0,1,0,0,0,0
126293,광주FC,강원FC,"[-1,-1,-1,0,0]",8.866971533057852,10.162472289473683,10.302591129310343,12.888153453488371,9.622769816319916,11.0,20.0,11.0,4.0,11.962264150943396,2.161764705882353,2.280701754385965,2.4507042253521125,1.5555555555555556,1.4147977529383322,39.6808655867647,51.57894221052632,37.94892978169015,42.72232066666667,51.78279103647525,0.5964912280701754,0.550561797752809,0.5694444444444444,0.7183098591549296,0.5041666845125591,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,0.143064145,0.051850013,0.805085842,1.423252444,"[-1, -1, -1, 0, 0]",광주FC,강원FC,4,2,2024-03-10 07:30:00,W,1,3,-1,-1,-1,0,0
126294,FC서울,인천 유나이티드,"[0,0,0,0,0]",8.285002687499999,7.893117418421053,8.004340832947976,8.834901513698629,9.376212110272814,9.0,9.0,25.0,4.0,11.804878048780488,2.3134328358208958,1.4675324675324677,1.5256410256410255,1.542857142857143,1.7248656173867036,31.481853492537315,34.111623900000005,42.476952242307696,30.7151682,51.27274930338775,0.6635220125786163,0.6538461538461539,0.6925925925925925,0.6521739130434783,0.5116565618207557,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,0.075312627,0.044757892,0.879929481,0.0,"[0, 0, 0, 0, 0]",FC서울,인천 유나이티드,0,0,2024-03-10 07:00:00,D,0,1,0,0,0,0,0
126294,인천 유나이티드,FC서울,"[1,1,1,1,1]",6.156920114754098,6.518446468085104,8.1869627,3.9450350000000007,8.54385997258772,35.0,28.0,64.0,20.0,17.333333333333332,3.125,2.475609756097561,2.010989010989011,2.75,1.325091575091575,59.37666116666667,54.59801101829269,72.68901034615385,71.08053225,57.836442782051286,0.3287671232876712,0.3095238095238095,0.3033707865168539,0.3086419753086419,0.5412644968200523,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,0.021825671,0.025046708,0.953127621,2.555824298,"[1, 1, 1, 1, 1]",FC서울,인천 유나이티드,0,0,2024-03-10 07:00:00,D,0,1,1,1,1,1,1
126295,강원FC,대전 하나 시티즌,"[1,0,0,0,0]",6.550838410344826,6.218686710526315,6.84173593939394,6.525773048780486,9.376212110272814,50.0,35.0,35.0,15.0,11.804878048780488,1.8,2.2545454545454544,1.6585365853658536,1.2857142857142858,1.7248656173867036,72.13452454764708,68.45560546363636,60.13100637804878,70.43371275,51.27274930338775,0.3650190114068441,0.4137931034482758,0.3901515151515151,0.3839285714285714,0.5116565618207557,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,0.061188545,0.03615914,0.902652315,0.310653374,"[1, 0, 0, 0, 0]",대전 하나 시티즌,강원FC,1,1,2024-03-16 05:00:00,D,0,1,1,0,0,0,0
126295,대전 하나 시티즌,강원FC,"[0,0,0,0,0]",12.110128657894736,10.68900443814433,10.98717375,15.424695057692308,8.803945263466833,24.0,8.0,18.0,6.0,11.77777777777778,2.0365853658536586,3.8867924528301887,2.356164383561644,3.523809523809524,1.4910327704527773,48.40107863414634,39.11555015094339,41.70490152739726,47.3221435,53.28987658316486,0.6147186147186147,0.5875706214689266,0.6650485436893204,0.673469387755102,0.4783889710878833,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,0.026872027,0.023439862,0.949688111,0.0,"[0, 0, 0, 0, 0]",대전 하나 시티즌,강원FC,1,1,2024-03-16 05:00:00,D,0,1,0,0,0,0,0
126296,대구FC,수원FC,"[1,1,1,1,1]",10.684793583333336,8.799876453529413,11.907299698170732,12.015968691176468,12.915201001225489,1.0,14.0,7.0,6.0,3.0,3.0625,2.4444444444444446,2.3205128205128207,0.9411764705882352,1.563298139768728,23.614641225,37.86970115185186,26.345305040384613,38.54700427941176,29.86341393031674,0.7105263157894737,0.6482758620689655,0.7557251908396947,0.6666666666666666,0.7911324786324787,PASS_BUILD,PASS_BUILD,MIXED,PASS_BUILD,MIXED,0.045150323,0.033519007,0.92133067,2.025719882,"[1, 1, 1, 1, 1]",대구FC,수원FC,1,1,2024-03-16 07:30:00,D,0,1,1,1,1,1,1
126296,수원FC,대구FC,"[1,1,1,0,1]",7.0021305508474585,6.509216523364487,5.95974998969072,5.464624375,14.929956494594595,20.0,29.0,31.0,11.0,5.0,1.9242424242424243,1.5,1.0649350649350648,1.947368421052632,1.1037581699346406,51.33609727272727,57.90673749677418,55.54864636363637,64.66345531578946,33.91852275,0.3237597911227154,0.3668831168831168,0.3569023569023569,0.2352941176470588,0.6728116710875331,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,0.236770444,0.050431965,0.712797592,1.413147866,"[1, 1, 1, 0, 1]",대구FC,수원FC,1,1,2024-03-16 07:30:00,D,0,1,1,1,1,0,1
126297,FC서울,제주SK FC,"[0,0,0,0,0]",9.98561392035398,11.28128194827586,10.612952667938933,10.588969875,8.529973358788883,19.0,9.0,20.0,4.0,12.150943396226417,1.2952380952380953,1.55,1.7065217391304348,0.9487179487179488,1.7003263560778614,37.84214671,36.34169896875,43.32021670108696,36.38050957692308,52.96916417856883,0.6565656565656566,0.6329113924050633,0.6130434782608696,0.6138613861386139,0.4779138699714785,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,0.075312627,0.044757892,0.879929481,0.0,"[0, 0, 0, 0, 0]",FC서울,제주SK FC,2,0,2024-03-16 07:30:00,W,1,3,0,0,0,0,0
126297,제주SK FC,FC서울,"[0,0,0,0,0]",6.262690388888887,8.361636937500002,4.656321574074075,5.876006181818181,8.529973358788883,61.0,26.0,49.0,12.0,12.150943396226417,1.1891891891891893,1.7894736842105263,1.9523809523809523,1.9705882352941175,1.7003263560778614,67.04740747297296,60.930015171052624,68.87519875000001,59.82950955882353,52.96916417856883,0.3103448275862069,0.3602150537634409,0.3692946058091286,0.2280701754385964,0.4779138699714785,PASS_BUILD,PASS_BUILD,PASS_BUILD,MIXED,PASS_BUILD,0.066065337,0.041855159,0.892079504,0.0,"[0, 0, 0, 0, 0]",FC서울,제주SK FC,2,0,2024-03-16 07:30:00,L,0,0,0,0,0,0,0
126298,광주FC,포항 스틸러스,"[0,0,0,0,0]",6.226110534482758,5.741037,6.764088200000001,8.041599078947366,9.622769816319916,27.0,42.0,28.0,19.0,11.962264150943396,2.9444444444444446,3.014925373134328,1.7818181818181815,1.4137931034482758,1.4147977529383322,63.40462864166668,67.6594336119403,64.23950476363638,66.74778418965516,51.78279103647525,0.3463035019455253,0.3185185185185185,0.3447204968944099,0.2716049382716049,0.5041666845125591,PASS_BUILD,MIXED,PASS_BUILD,PASS_BUILD,PASS_BUILD,0.143064145,0.051850013,0.805085842,0.0,"[0, 0, 0, 0, 0]",포항 스틸러스,광주FC,1,0,2024-03-17 05:00:00,L,0,0,0,0,0,0,0
126298,포항 스틸러스,광주FC,"[0,0,0,0,0]",11.614046232824428,9.088212892156864,12.193233221590912,11.182754161764707,9.575361222512688,11.0,20.0,16.0,10.0,11.607843137254902,3.24,1.8043478260869563,3.1538461538461537,2.04,1.5836875249626643,43.98233216999999,52.36352214130435,46.93429149230769,45.66958074000001,50.85219823770884,0.5864978902953587,0.5816326530612245,0.6451612903225806,0.711864406779661,0.5133792013922754,PASS_BUILD,PASS_BUILD,MIXED,PASS_BUILD,PASS_BUILD,0.047074022,0.030004919,0.922921058,0.0,"[0, 0, 0, 0, 0]",포항 스틸러스,광주FC,1,0,2024-03-17 05:00:00,W,1,3,0,0,0,0,0
126299,김천 상무 프로축구단,전북 현대 모터스,"[0,0,0,0,0]",8.52975736725,9.759930262773723,9.589188736082471,14.336083125000002,8.447784614208544,10.0,5.0,19.0,0.0,11.225806451612904,1.848837209302325,1.4945054945054943,2.0434782608695654,2.1333333333333333,1.7363286790799803,36.90429412046511,29.83024235769231,42.23187867880436,27.9256495,54.55312939638978,0.6536585365853659,0.672645739910314,0.6741573033707865,0.6595744680851063,0.4959141981293301,PASS_BUILD,PASS_BUILD,PASS_BUILD,MIXED,PASS_BUILD,0.112827578,0.047138162,0.84003426,0.0,"[0, 0, 0, 0, 0]",김천 상무 프로축구단,전북 현대 모터스,1,0,2024-03-17 05:00:00,W,1,3,0,0,0,0,0
126299,전북 현대 모터스,김천 상무 프로축구단,"[0,0,0,0,0]",7.371171289156625,6.502560852941176,5.149157499999999,5.335371774193549,9.845941621059792,34.0,31.0,37.0,16.0,12.903225806451612,1.6666666666666667,2.0259740259740258,1.8028169014084507,1.4545454545454546,1.821609373242405,55.13660145000001,59.232210136363626,67.22387713309861,67.40563390909091,56.67046341391474,0.3771186440677966,0.2753623188405797,0.314878892733564,0.3789473684210526,0.4794266057431052,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,0.070467274,0.031789733,0.897742993,0.0,"[0, 0, 0, 0, 0]",김천 상무 프로축구단,전북 현대 모터스,1,0,2024-03-17 05:00:00,L,0,0,0,0,0,0,0
126300,울산 HD FC,인천 유나이티드,"[1,0,1,0,0]",9.601289489847716,8.92497624117647,9.271186661870503,9.936481570312502,8.447784614208544,26.0,14.0,8.0,5.0,11.225806451612904,1.6973684210526316,2.9322033898305087,1.318181818181818,1.15,1.7363286790799803,51.01833049342106,43.96956323389831,43.82799773863636,54.5746173,54.55312939638978,0.5851648351648352,0.6374045801526718,0.640495867768595,0.6495726495726496,0.4959141981293301,PASS_BUILD,PASS_BUILD,PASS_BUILD,MIXED,PASS_BUILD,0.082200535,0.044197965,0.8736015,0.378329495,"[1, 0, 1, 0, 0]",울산 HD FC,인천 유나이티드,3,3,2024-03-17 07:30:00,D,0,1,1,0,1,0,0
126300,인천 유나이티드,울산 HD FC,"[0,0,0,0,0]",6.250263854545453,7.064743414948455,7.0391015625,7.244422499999999,9.845941621059792,54.0,32.0,32.0,15.0,12.903225806451612,2.677419354838709,2.787878787878788,3.08,2.8,1.821609373242405,71.2593926483871,59.89011407272727,74.47829678099998,68.08809756000001,56.67046341391474,0.365079365079365,0.3976377952755905,0.3033707865168539,0.2307692307692307,0.4794266057431052,PASS_BUILD,PASS_BUILD,PASS_BUILD,MIXED,PASS_BUILD,0.021825671,0.025046708,0.953127621,0.0,"[0, 0, 0, 0, 0]",울산 HD FC,인천 유나이티드,3,3,2024-03-17 07:30:00,D,0,1,0,0,0,0,0
126301,울산 HD FC,전북 현대 모터스,"[0,0,0,0,0]",7.914936545454546,7.97903425925926,7.160653367088608,5.365824799999998,8.447784614208544,29.0,51.0,30.0,35.0,11.225806451612904,2.125,2.363636363636364,2.1333333333333333,1.0625,1.7363286790799803,63.11547525,70.74736498227274,67.00759021249999,74.26079609375,54.55312939638978,0.3514644351464435,0.3700440528634361,0.3176895306859206,0.3695652173913043,0.4959141981293301,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,0.082200535,0.044197965,0.8736015,0.0,"[0, 0, 0, 0, 0]",전북 현대 모터스,울산 HD FC,2,2,2024-03-30 05:00:00,D,0,1,0,0,0,0,0
126301,전북 현대 모터스,울산 HD FC,"[0,0,0,0,0]",10.840157800000002,9.140761951754383,9.520439783203123,12.82082140243902,9.845941621059792,11.0,11.0,11.0,11.0,12.903225806451612,2.6333333333333333,2.888888888888889,2.8484848484848486,0.9090909090909092,1.821609373242405,41.262723075,43.97257594722223,34.22479717045454,45.70978363636364,56.67046341391474,0.6802325581395349,0.6727941176470589,0.7076923076923077,0.6842105263157895,0.4794266057431052,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,PASS_BUILD,0.070467274,0.031789733,0.897742993,0.0,"[0, 0, 0, 0, 0]",전북 현대 모터스,울산 HD FC,2,2,2024-03-30 05:00:00,D,0,1,0,0,0,0,0
